Record,custid,SUBSCRIBE,Disc,Title,LastOrder,Pcode,DA_Income,DA_Under20,DA_Over60,DA_Single,NumDeliv,NumMeals,MealsPerDeliv,Healthy,Veggie,Meaty,Special,TotPurch,Weeks3Meals,Sample
1532,1367702,NA,NA,NA,1/27/2018,K1E 2Y,91.8,275,102,18,28,56,2,28,1,2,25,606.2596609,NA,Holdout
1533,1983633,N,NA,Mr,2/6/2018,G4W 0G,10.6,290,95,43,30,60,2,8,4,2,46,728.7063649,NA,Validation
1534,2989052,N,NA,Mr,2/18/2018,L4P 1W,92.6,290,176,30,30,60,2,31,8,16,5,707.8781835,NA,Estimation
1535,1939548,Y,NA,Mrs,2/18/2018,J5A 0H,96.2,176,127,60,31,93,3,6,11,0,76,1068.665367,2,Estimation
1536,2908121,NA,NA,NA,2/21/2018,L9T 2J,NA,242,NA,NA,12,24,2,0,0,0,24,287.9402578,NA,Holdout
1537,2962009,NA,NA,Ms,2/5/2018,J4V 2J,65.5,264,119,44,8,16,2,0,2,8,6,163.2871852,2,Holdout
1538,3034957,N,NA,NA,1/27/2018,H9P 3P,103.4,315,112,39,26,52,2,19,0,28,5,625.9057136,NA,Estimation
1539,1298236,NA,NA,Mr,12/25/2017,R4K 0G,70.8,137,238,3,7,7,1,3,3,1,0,92.37649863,NA,Holdout
1540,2648829,N,NA,NA,2/15/2018,T1G 0E,90.8,352,350,55,11,11,1,2,3,0,6,149.1481502,NA,Estimation
1541,2785340,N,Senior,Ms,12/8/2017,E8T 3S3,81.8,250,119,36,7,21,3,1,1,6,13,226.5847161,NA,Estimation
1542,1180516,N,NA,Mr,2/28/2018,J6N 0T0,66.8,272,182,38,11,22,2,2,2,0,18,247.4889893,NA,Estimation
1543,1331994,N,NA,NA,1/13/2018,A2H 0A1,64.2,124,136,61,24,48,2,20,0,15,13,641.8198943,NA,Validation
1544,1874556,NA,Senior,Mrs,2/12/2018,G3Z 3W6,41.6,166,138,57,30,90,3,43,1,7,39,1083.86481,NA,Holdout
1545,1357088,NA,Senior,NA,11/27/2017,H7M 3P8,27.2,195,127,33,16,16,1,15,0,0,1,177.2261578,NA,Holdout
1546,3291986,Y,NA,Mrs,2/12/2018,E6J 1G9,69.5,146,107,78,43,43,1,21,3,0,19,503.0782846,1,Validation
1547,2111032,NA,NA,NA,1/2/2018,P8N 0L7,75.4,159,149,35,23,69,3,1,10,24,34,935.2971304,NA,Holdout
1548,2303842,N,Senior,NA,11/16/2017,N7G 3K3,59.9,121,173,43,16,32,2,3,5,0,24,404.9477112,NA,Validation
1549,3244951,N,NA,NA,3/1/2018,J8A 0T8,82.6,208,135,67,17,34,2,10,1,9,14,411.1491829,NA,Estimation
1550,2846653,Y,Senior,Mrs,2/20/2018,K7G 1Y,79.5,286,162,23,6,12,2,3,3,3,3,145.431784,4,Estimation
1551,1227645,N,Senior,Mr,12/30/2017,G5H 3S,63.2,158,118,43,26,78,3,4,9,36,29,869.1679528,NA,Estimation
1552,1273155,N,NA,NA,2/14/2018,G5B 1H,71,71,105,14,25,50,2,18,2,7,23,620.198866,NA,Estimation
1553,2942600,Y,NA,Ms,12/16/2017,E7L 3L,95.9,234,105,47,11,22,2,10,5,2,5,221.8670532,3,Estimation
1554,1190107,Y,NA,Mrs,2/27/2018,B2T 2W,76.3,235,178,52,38,76,2,10,0,1,65,890.0253301,0,Validation
1555,1416932,N,Senior,Ms,1/13/2018,J2W 0H,86,236,123,71,23,46,2,4,2,27,13,520.7272026,NA,Validation
1556,2727160,Y,NA,NA,2/13/2018,G5T 2B,79.7,243,240,25,9,27,3,13,9,0,5,303.8234409,4,Estimation
1557,1412422,N,NA,Mr,12/7/2017,E7B 3X,104.5,8,164,19,12,36,3,5,3,2,26,427.8378552,NA,Estimation
1558,1486923,Y,NA,NA,2/20/2018,V0L 3S,72,332,102,58,44,88,2,28,5,5,50,1028.26958,1,Estimation
1559,3216596,N,Student,Mrs,2/13/2018,B1B 1J,50.2,232,144,44,25,75,3,16,6,17,36,987.8296873,NA,Estimation
1560,2885258,N,NA,Dr,12/23/2017,H0H 2B,60.8,227,279,15,20,40,2,10,1,15,14,403.1221168,NA,Validation
1561,1239495,NA,NA,NA,1/2/2018,B0V 2H9,74.8,116,84,13,20,60,3,13,22,2,23,743.2873483,NA,Holdout
1562,2021166,Y,NA,Mrs,2/16/2018,J6R 3P0,64.6,231,156,61,37,74,2,12,13,5,44,995.5506318,4,Estimation
1563,2174417,N,NA,Mr,2/25/2018,L9N 0L2,66.6,147,95,32,25,50,2,44,3,3,0,637.2840771,NA,Estimation
1564,1610765,N,Senior,Mrs,1/25/2018,B1K 1E1,83.3,214,259,16,24,24,1,4,1,4,15,295.4137067,NA,Estimation
1565,3053500,N,NA,NA,2/4/2018,L3V 1R5,54.5,190,131,74,24,24,1,3,3,1,17,272.1758499,NA,Validation
1566,3199198,N,NA,Mr,1/29/2018,G0S 1C4,31.6,200,106,49,28,56,2,15,0,0,41,634.7028113,NA,Estimation
1567,1910289,N,NA,Mr,1/27/2018,T1L 2L5,110.4,247,148,71,18,36,2,15,19,1,1,478.0015021,NA,Validation
1568,3104810,NA,Senior,Mrs,12/7/2017,T1P 0G1,78.7,196,135,12,16,32,2,1,9,22,0,355.2101132,NA,Holdout
1569,1567331,NA,NA,NA,2/6/2018,V1R 2A4,91,165,167,65,23,92,4,41,3,34,14,1156.033197,NA,Holdout
1570,1459857,NA,NA,Mr,2/11/2018,B1K 2R,63.8,142,71,52,34,68,2,17,1,22,28,920.5500737,NA,Holdout
1571,1330761,NA,NA,Mrs,2/8/2018,J0M 0C,71.9,179,99,42,34,68,2,7,11,19,31,935.8573,NA,Holdout
1572,1380002,NA,Senior,NA,1/27/2018,J0E 1H,26.9,165,88,32,27,27,1,9,1,14,3,280.2879294,NA,Holdout
1573,2400041,Y,NA,NA,2/27/2018,H7X 3L,77.2,268,167,79,38,38,1,31,2,1,4,494.2110177,0,Estimation
1574,2656484,NA,NA,Mrs,2/19/2018,M8V 2J,79.4,206,170,43,23,46,2,27,3,3,13,464.5766584,NA,Holdout
1575,2402815,N,NA,Mr,12/29/2017,E5M 3X,51.9,165,96,43,18,36,2,21,2,13,0,387.292955,NA,Estimation
1576,1179338,N,Student,NA,2/15/2018,E4T 0H,59.4,229,148,51,14,28,2,13,0,8,7,342.4103348,NA,Validation
1577,2854989,N,NA,Mrs,12/31/2017,H3J 1L,96.9,163,77,11,24,72,3,37,1,23,11,936.313757,NA,Estimation
1578,1142776,N,Senior,NA,12/3/2017,G6G 0C,79.4,334,171,20,16,16,1,2,2,5,7,172.7784649,NA,Validation
1579,2232606,N,NA,Mr,12/25/2017,E2A 1T,64.9,112,201,9,18,36,2,1,5,9,21,458.044984,NA,Validation
1580,2943701,N,NA,Mr,1/2/2018,E5T 3G,77.4,188,130,40,11,33,3,2,0,21,10,390.0834929,NA,Validation
1581,2133544,NA,NA,Mrs,2/28/2018,K9V 2C1,43.1,271,129,57,20,40,2,23,9,0,8,474.3889576,NA,Holdout
1582,1112652,NA,Student,Mr,1/4/2018,B1G 3Z9,NA,155,NA,NA,27,27,1,18,1,7,1,338.6044605,NA,Holdout
1583,2882221,N,NA,Mr,2/27/2018,T4L 0G4,31.8,185,159,24,17,51,3,36,3,11,1,542.3590321,NA,Estimation
1584,3127846,N,NA,Mr,1/24/2018,E4H 0Z5,49.9,228,226,49,27,54,2,14,17,21,2,558.9029203,NA,Validation
1585,1477477,N,NA,Mrs,1/24/2018,G6G 1L2,83.5,128,200,19,18,36,2,22,0,14,0,424.5143211,NA,Estimation
1586,2459581,NA,NA,Mr,1/18/2018,E1J 2Y1,93,269,288,46,18,36,2,0,0,34,2,491.5357416,NA,Holdout
1587,1219047,N,NA,Mr,1/20/2018,R9A 2T9,35.3,85,101,49,28,56,2,0,0,1,55,618.3488908,NA,Estimation
1588,3030200,NA,NA,Ms,12/30/2017,K2S 1Z3,82,183,170,37,13,39,3,2,7,11,19,492.479633,NA,Holdout
1589,2110473,N,Senior,NA,1/28/2018,T4V 0R3,76.8,84,173,28,21,21,1,13,0,4,4,280.904498,NA,Estimation
1590,2863702,N,NA,Ms,2/6/2018,R5G 2J,69.3,141,135,84,20,20,1,12,8,0,0,273.1346884,NA,Estimation
1591,1824102,Y,NA,NA,2/11/2018,J0X 2W,57.5,361,75,46,43,43,1,0,0,16,27,508.6707441,2,Validation
1592,2547710,N,NA,Mrs,12/20/2017,E8A 3R,52.9,181,127,27,21,42,2,0,1,0,41,528.9533276,NA,Estimation
1593,2555055,N,Senior,Ms,2/26/2018,K7G 0Y,73,339,129,39,23,46,2,3,10,22,11,568.3476557,NA,Validation
1594,3214900,NA,NA,Mr,12/3/2017,G6L 3T,94.1,183,238,33,17,51,3,9,0,10,32,612.9150821,NA,Holdout
1595,2066937,N,Senior,NA,1/6/2018,B2E 1P,40.2,161,147,41,18,18,1,8,4,0,6,226.9736696,NA,Estimation
1596,2591550,N,Senior,NA,1/5/2018,R1A 1W,49,162,127,28,16,48,3,3,1,24,20,512.0936423,NA,Validation
1597,3169188,N,NA,Mr,1/26/2018,G5V 1H,102.8,249,127,10,15,30,2,11,3,9,7,405.6930287,NA,Validation
1598,1395881,N,Senior,Mr,3/1/2018,J8N 2W,45.9,134,142,47,38,76,2,13,1,61,1,909.4603283,NA,Validation
1599,2710683,N,NA,Mrs,12/13/2017,M4W 2R,17.5,261,121,70,25,25,1,1,0,9,15,300.7763019,NA,Validation
1600,2241744,N,Senior,NA,11/23/2017,J5R 0V,70.3,147,176,90,15,30,2,17,4,9,0,367.1928088,NA,Validation
1601,3032599,N,NA,NA,1/17/2018,N3Y 0L3,76.9,321,182,63,35,105,3,53,1,8,43,1068.118739,NA,Estimation
1602,3076045,NA,NA,Mr,2/26/2018,L7B 0K9,70.3,142,139,39,13,13,1,0,2,1,10,166.0826561,NA,Holdout
1603,3227784,NA,NA,Mrs,2/20/2018,E3E 3C8,NA,81,NA,NA,12,24,2,11,0,7,6,331.1760989,NA,Holdout
1604,2878677,NA,NA,Mr,2/27/2018,M1B 2Y6,76.9,304,175,22,30,60,2,15,1,23,21,789.4486659,NA,Holdout
1605,2144356,N,Senior,Mr,11/12/2017,L7J 1W0,66.5,249,115,40,12,36,3,3,4,0,29,409.8820134,NA,Estimation
1606,2213068,NA,Senior,Mr,1/25/2018,B2G 2Z3,88.4,132,166,46,14,28,2,13,0,9,6,389.5100921,NA,Holdout
1607,2314509,NA,NA,NA,2/20/2018,T4X 2L5,76,116,185,19,21,42,2,11,0,11,20,491.0816429,NA,Holdout
1608,1498055,NA,NA,NA,12/17/2017,L9S 0V2,83.9,199,169,32,20,20,1,9,0,0,11,265.0892084,NA,Holdout
1609,2437740,NA,NA,Mrs,1/17/2018,E8P 0P8,76.5,249,170,47,18,36,2,10,4,1,21,461.5019788,NA,Holdout
1610,1960519,N,NA,NA,1/30/2018,E7P 3V,78.2,182,129,28,33,33,1,11,0,22,0,436.2956741,NA,Validation
1611,2612535,NA,NA,NA,2/28/2018,E4X 3R,85.2,199,132,54,33,66,2,0,1,48,17,733.8669049,NA,Holdout
1612,1617644,N,NA,NA,12/24/2017,E8P 2J,24.3,210,131,64,24,48,2,2,0,24,22,651.3732142,NA,Estimation
1613,3200859,N,NA,NA,12/27/2017,T7Z 0L,80.4,237,149,43,24,72,3,59,1,2,10,744.0858431,NA,Estimation
1614,1729827,NA,NA,NA,12/14/2017,J5A 1G,NA,117,NA,NA,6,12,2,6,1,0,5,150.1966416,NA,Holdout
1615,2657669,N,Student,NA,12/5/2017,E5P 2J,77.3,373,171,11,13,26,2,12,1,13,0,289.8141274,NA,Estimation
1616,3214773,N,NA,NA,12/21/2017,J8N 0S,96.3,106,186,40,22,44,2,10,2,29,3,532.4329367,NA,Estimation
1617,2056781,NA,Student,Ms,1/12/2018,E5M 0C,61,104,156,5,25,50,2,22,1,1,26,611.608816,NA,Holdout
1618,2372035,N,NA,Ms,11/3/2017,J1A 3L,53.8,183,251,18,12,24,2,15,5,3,1,299.6695385,NA,Validation
1619,2485614,N,NA,Ms,2/12/2018,E7B 0V,68.3,193,100,40,25,50,2,10,0,35,5,504.1622081,NA,Estimation
1620,2174870,N,NA,Ms,12/2/2017,E5A 0R,101.7,214,222,28,11,22,2,13,0,2,7,288.9853749,NA,Validation
1621,3057719,N,NA,Mrs,1/27/2018,N4X 2K1,72,181,211,26,30,90,3,76,8,0,6,1022.810049,NA,Validation
1622,1189849,NA,Student,Ms,1/20/2018,G0C 3L6,73,192,101,27,16,32,2,6,25,0,1,346.1531791,NA,Holdout
1623,2234050,N,NA,NA,2/3/2018,J3T 1W6,59.1,185,92,44,20,20,1,0,3,3,14,269.4623668,NA,Validation
1624,2013638,NA,Senior,Ms,1/21/2018,J5W 0S1,59.4,252,87,25,20,20,1,9,2,2,7,223.037352,NA,Holdout
1625,1315363,N,NA,Mrs,1/8/2018,G0T 0J4,67.2,189,202,52,20,40,2,0,9,30,1,426.9766391,NA,Validation
1626,1907147,N,NA,Mr,1/24/2018,A0E 1Y1,38.2,182,156,12,14,28,2,21,0,7,0,390.6334523,NA,Estimation
1627,2909577,N,Senior,Mrs,2/9/2018,J5A 2L3,94.7,84,90,53,24,72,3,29,2,25,16,982.524827,NA,Validation
1628,1470581,N,NA,Mrs,11/15/2017,J0M 3W4,63.3,76,137,38,16,32,2,5,2,3,22,348.4514093,NA,Validation
1629,1863166,NA,Senior,Mr,12/26/2017,V9G 0S7,30,172,127,14,24,72,3,15,0,24,33,746.9862686,NA,Holdout
1630,3133851,N,Senior,NA,2/24/2018,G0R 0K,NA,134,NA,NA,20,40,2,0,0,0,40,479.2108975,NA,Validation
1631,2964020,NA,Senior,Mrs,1/23/2018,J8H 1H,65.2,76,137,66,28,56,2,10,2,17,27,687.7844006,NA,Holdout
1632,1931910,NA,NA,Mrs,2/8/2018,E8B 3A,34.2,76,132,25,20,40,2,5,0,20,15,488.3447106,NA,Holdout
1633,1881463,N,NA,Mrs,1/21/2018,G0R 1H,111,250,270,0,15,15,1,1,0,4,10,158.5286186,NA,Estimation
1634,2468374,Y,NA,Mr,12/17/2017,E5B 1H,47.7,207,191,16,17,51,3,24,11,13,3,707.1727822,0,Estimation
1635,3153155,N,NA,NA,12/25/2017,T1G 3A,42.9,227,240,68,17,51,3,11,3,2,35,528.6945499,NA,Estimation
1636,3274017,N,NA,Mrs,11/1/2017,L6A 3A,79,84,131,34,10,10,1,1,1,4,4,103.5338215,NA,Estimation
1637,1373612,NA,NA,NA,2/16/2018,E6L 2W,90.7,154,69,39,24,48,2,19,4,1,24,665.0150124,NA,Holdout
1638,1179638,N,Senior,NA,2/15/2018,H7B 0V,66.1,193,177,37,21,21,1,11,2,7,1,285.0518004,NA,Validation
1639,3216155,NA,NA,Mr,1/23/2018,E5J 0E,74.5,151,118,35,35,35,1,6,1,7,21,446.8724041,NA,Holdout
1640,2397851,N,NA,Ms,1/1/2018,L7J 0W,48,209,247,35,12,24,2,11,1,12,0,310.4305142,NA,Estimation
1641,2218764,NA,NA,Mrs,1/3/2018,J2N 1S7,89.1,162,58,47,9,18,2,10,0,0,8,194.3394999,NA,Holdout
1642,2754929,N,NA,Mrs,1/19/2018,N3Y 3P6,76.3,299,169,33,16,16,1,10,1,5,0,223.5061982,NA,Validation
1643,1565950,NA,NA,Ms,1/1/2018,S9X 1X3,72,236,222,35,13,13,1,1,2,1,9,161.8380711,NA,Holdout
1644,2311519,NA,NA,Mr,1/7/2018,T1G 1Z9,85,174,173,36,13,26,2,17,0,1,8,354.5909714,NA,Holdout
1645,2694650,NA,NA,Mr,1/10/2018,H7X 3H8,90,229,99,18,11,11,1,6,0,1,4,110.0752046,NA,Holdout
1646,2126923,N,NA,NA,2/11/2018,J4V 0C8,55.3,171,143,43,27,54,2,26,2,8,18,633.1128517,NA,Estimation
1647,1177564,N,Senior,NA,1/31/2018,T9M 1G6,79.6,274,157,60,13,13,1,0,0,0,13,136.1014916,NA,Estimation
1648,1456822,N,NA,NA,1/10/2018,A1Y 2E4,50.2,273,269,11,23,92,4,57,5,0,30,945.8245539,NA,Estimation
1649,3186796,N,Student,Mr,2/24/2018,V4V 3E8,114.6,174,152,27,33,66,2,47,4,2,13,729.2701072,NA,Estimation
1650,1697421,NA,NA,Mr,1/31/2018,H8R 2L,79.1,182,141,42,34,34,1,0,1,8,25,415.7268642,NA,Holdout
1651,3095402,Y,NA,Mr,2/5/2018,T4X 1T,69.3,384,129,58,12,24,2,1,9,10,4,267.2291997,3,Estimation
1652,2835171,N,Senior,NA,1/15/2018,K1E 2Y,60.2,205,153,22,30,60,2,41,8,11,0,811.7294013,NA,Estimation
1653,1679430,N,NA,Mr,2/24/2018,G4W 0G,65.6,130,151,9,18,36,2,4,5,10,17,418.9114419,NA,Estimation
1654,2596631,N,NA,Mr,10/27/2017,L4P 1W,48,224,234,40,8,16,2,14,0,0,2,206.7087827,NA,Estimation
1655,3231481,NA,Senior,NA,2/26/2018,J5A 0H,71.3,203,169,31,20,60,3,16,27,17,0,750.8618125,2,Holdout
1656,2763535,N,NA,Mr,2/10/2018,L9T 2J,81.7,24,124,22,17,34,2,1,8,25,0,392.6561609,NA,Validation
1657,3104164,NA,Student,Mr,1/18/2018,J4V 2J,59.7,222,124,81,31,93,3,4,12,39,38,1158.93713,2,Holdout
1658,2996426,N,NA,Mrs,1/31/2018,H9P 3P,53.7,278,218,40,19,38,2,13,0,0,25,402.133262,NA,Estimation
1659,3198593,NA,NA,Mr,2/1/2018,R4K 0G,37.4,172,100,71,37,111,3,44,1,11,55,1251.961016,NA,Holdout
1660,1800545,N,NA,Mr,1/29/2018,T1G 0E,81.4,287,137,58,29,58,2,9,8,27,14,748.6748343,NA,Validation
1661,1952777,NA,NA,NA,2/9/2018,E8T 3S3,76.7,208,175,38,7,14,2,11,1,0,2,145.2670303,NA,Holdout
1662,1417072,NA,Senior,Mrs,1/31/2018,J6N 0T0,65.8,275,160,26,18,54,3,6,3,44,1,553.1829446,NA,Holdout
1663,3161970,N,NA,Mr,2/17/2018,A2H 0A1,59,197,74,12,28,84,3,74,0,3,7,1146.539508,NA,Validation
1664,2785727,Y,NA,Mrs,2/8/2018,G3Z 3W6,75.2,206,175,45,43,86,2,62,8,14,2,1188.163957,1,Estimation
1665,1659534,Y,NA,Mrs,2/8/2018,H7M 3P8,42.5,164,134,57,43,43,1,16,0,9,18,499.4258664,0,Validation
1666,2916735,NA,NA,NA,3/1/2018,E6J 1G9,40.5,263,242,81,22,44,2,17,10,14,3,446.7719821,NA,Holdout
1667,2739198,N,Senior,NA,2/21/2018,P8N 0L7,41.1,172,237,88,31,62,2,7,0,15,40,683.5479623,NA,Estimation
1668,1540445,Y,NA,Mrs,11/14/2017,N7G 3K3,62.8,344,277,72,16,32,2,2,1,15,14,443.9904802,3,Estimation
1669,1151500,NA,NA,Ms,1/24/2018,J8A 0T8,85.8,169,122,11,39,78,2,27,0,15,36,830.4615587,NA,Holdout
1670,1533092,Y,NA,Mr,2/6/2018,K7G 1Y,84.3,155,143,31,41,82,2,47,0,11,24,1111.390979,7,Validation
1671,3283343,N,NA,NA,1/25/2018,G5H 3S,58.7,145,91,34,11,33,3,4,3,4,22,404.2835489,NA,Estimation
1672,1734863,N,Senior,Mr,2/7/2018,G5B 1H,NA,207,NA,NA,33,66,2,49,0,17,0,795.1352858,NA,Validation
1673,2012725,N,NA,Ms,12/14/2017,E7L 3L,47.1,260,118,26,19,38,2,13,2,1,22,435.7283607,NA,Validation
1674,2208236,N,NA,Dr,12/27/2017,B2T 2W,60.1,299,81,37,24,24,1,0,1,7,16,307.4795418,NA,Estimation
1675,2315044,NA,NA,Mr,12/30/2017,J2W 0H,55.3,248,122,12,13,39,3,16,1,0,22,448.2284726,NA,Holdout
1676,3308931,NA,Student,NA,1/29/2018,G5T 2B,73.2,41,122,42,24,72,3,37,3,5,27,735.4650649,NA,Holdout
1677,2966726,N,Student,NA,2/14/2018,E7B 3X,35,249,130,68,21,42,2,7,10,0,25,527.1259483,NA,Estimation
1678,1815121,NA,NA,Mr,1/6/2018,V0L 3S,93.7,307,186,23,19,38,2,26,0,11,1,439.4526886,NA,Holdout
1679,1183283,N,NA,Ms,12/27/2017,B1B 1J,94.1,222,158,32,19,57,3,10,9,37,1,588.8460755,NA,Estimation
1680,2432640,N,Student,Ms,1/18/2018,H0H 2B,89.6,24,160,25,21,21,1,13,0,8,0,286.7233894,NA,Estimation
1681,1196659,NA,NA,NA,1/31/2018,B0V 2H9,68.4,230,146,55,42,84,2,0,1,2,81,926.8548564,4,Holdout
1682,2249107,N,NA,Mrs,2/17/2018,J6R 3P0,93.1,157,166,41,21,42,2,10,3,0,29,563.8894719,NA,Estimation
1683,2953201,NA,Senior,Mrs,12/12/2017,L9N 0L2,79.7,197,183,48,22,44,2,22,9,0,13,509.8692362,NA,Holdout
1684,1973801,Y,Senior,Ms,2/9/2018,B1K 1E1,89.2,136,270,78,42,84,2,49,6,16,13,1028.997268,4,Validation
1685,2964735,N,Student,Mr,1/7/2018,L3V 1R5,73.6,164,163,45,33,33,1,16,1,0,16,421.9367223,NA,Estimation
1686,3291992,NA,NA,NA,1/15/2018,G0S 1C4,75.8,210,160,45,36,36,1,3,1,2,30,386.9706527,NA,Holdout
1687,2879587,NA,NA,NA,1/23/2018,T1L 2L5,NA,105,NA,NA,12,24,2,10,0,3,11,326.747341,NA,Holdout
1688,1139084,Y,Senior,Mr,2/27/2018,T1P 0G1,59.2,211,97,31,41,82,2,45,10,17,10,872.575922,1,Validation
1689,2163799,N,Senior,Mr,2/5/2018,V1R 2A4,90.3,161,159,37,8,24,3,19,1,2,2,267.8021201,NA,Validation
1690,2469657,N,Senior,Ms,12/20/2017,B1K 2R,72,229,111,31,23,46,2,30,10,4,2,598.8527191,NA,Estimation
1691,1349064,N,NA,Mrs,2/24/2018,J0M 0C,45.6,113,203,48,31,31,1,3,5,9,14,330.250601,NA,Validation
1692,1740142,N,NA,Mr,1/30/2018,J0E 1H,50.8,277,106,29,38,114,3,84,8,17,5,1374.284484,NA,Estimation
1693,1130190,NA,NA,NA,1/30/2018,H7X 3L,58.9,203,110,54,15,30,2,2,5,10,13,400.8636596,NA,Holdout
1694,1147969,NA,NA,NA,2/24/2018,M8V 2J,112.4,24,192,48,11,33,3,13,1,1,18,362.0363882,NA,Holdout
1695,2627363,NA,NA,Mrs,1/18/2018,E5M 3X,66.4,133,194,13,28,56,2,29,9,2,16,749.2318761,NA,Holdout
1696,2513935,N,NA,Ms,12/19/2017,E4T 0H,57.1,185,233,21,22,44,2,29,6,0,9,536.8539928,NA,Estimation
1697,1759183,N,NA,NA,11/15/2017,H3J 1L,NA,224,NA,NA,8,24,3,0,1,8,15,282.5939269,NA,Estimation
1698,2808042,NA,Student,Ms,2/2/2018,G6G 0C,32,241,159,22,37,37,1,18,0,0,19,390.4129905,NA,Holdout
1699,1592254,N,NA,Mrs,12/2/2017,E2A 1T,94.4,310,168,37,13,26,2,3,7,0,16,261.151131,NA,Estimation
1700,1477142,Y,NA,NA,2/3/2018,E5T 3G,53,156,177,73,7,14,2,3,0,9,2,154.0342473,0,Estimation
1701,2030902,NA,NA,NA,2/28/2018,K9V 2C1,102.4,260,134,21,29,58,2,53,1,3,1,791.4942687,NA,Holdout
1702,2040459,NA,NA,NA,11/3/2017,B1G 3Z9,63.4,96,118,22,12,24,2,11,1,1,11,263.3404259,NA,Holdout
1703,2209732,N,NA,Mr,1/23/2018,T4L 0G4,23.5,171,149,70,18,36,2,14,5,7,10,482.2182586,NA,Estimation
1704,1182560,N,NA,NA,1/3/2018,E4H 0Z5,113.9,155,139,33,16,32,2,7,2,0,23,360.7254987,NA,Estimation
1705,1231249,N,NA,Mrs,11/22/2017,G6G 1L2,48.4,215,116,26,10,20,2,3,7,0,10,229.1326115,NA,Estimation
1706,1651289,NA,NA,Mr,2/5/2018,E1J 2Y1,59.9,111,220,15,24,48,2,0,0,7,41,543.8158489,NA,Holdout
1707,1810556,NA,NA,NA,2/3/2018,R9A 2T9,71.9,339,82,31,21,21,1,18,1,2,0,241.0273806,NA,Holdout
1708,2112521,N,NA,Mr,11/15/2017,K2S 1Z3,67.6,268,142,35,15,15,1,15,0,0,0,164.8096988,NA,Estimation
1709,2832796,NA,NA,Ms,12/3/2017,T4V 0R3,39.6,178,124,56,15,45,3,9,10,5,21,491.0024965,NA,Holdout
1710,2405644,N,NA,Ms,2/27/2018,R5G 2J,39.8,108,123,42,35,70,2,23,7,6,34,893.1597114,NA,Validation
1711,2086154,N,NA,NA,2/4/2018,J0X 2W,97.9,136,156,16,19,38,2,16,6,6,10,476.1722697,NA,Validation
1712,2039318,N,Senior,Mr,12/15/2017,E8A 3R,55.8,193,112,69,23,46,2,1,9,1,35,534.1179855,NA,Validation
1713,1516328,N,NA,NA,1/25/2018,K7G 0Y,86.6,24,229,17,12,24,2,0,1,3,20,256.5077986,NA,Validation
1714,1759825,N,NA,Mr,1/6/2018,G6L 3T,104.2,159,99,74,31,62,2,14,17,29,2,655.8631592,NA,Estimation
1715,2677781,NA,NA,Ms,2/16/2018,B2E 1P,54.4,278,217,8,32,64,2,1,0,25,38,728.6877122,NA,Holdout
1716,1811704,N,NA,NA,12/11/2017,R1A 1W,55.9,281,186,58,14,28,2,28,0,0,0,388.2830976,NA,Estimation
1717,2193921,N,NA,Mr,1/11/2018,G5V 1H,30.1,184,263,43,33,66,2,12,22,0,32,861.4689251,NA,Estimation
1718,2260437,NA,NA,Mr,1/2/2018,J8N 2W,108,219,205,61,15,45,3,11,0,3,31,487.4869267,NA,Holdout
1719,2104913,N,NA,Mr,1/26/2018,M4W 2R,54.9,136,212,41,29,58,2,18,0,5,35,755.5523266,NA,Validation
1720,2528224,Y,NA,Mr,1/27/2018,J5R 0V,62.4,148,263,52,38,76,2,8,34,2,32,1048.579345,1,Estimation
1721,2786818,N,NA,NA,11/13/2017,N3Y 0L3,42.7,170,126,25,14,28,2,10,4,1,13,375.3303046,NA,Estimation
1722,2046950,Y,NA,Ms,12/17/2017,L7B 0K9,84.8,252,139,53,25,50,2,4,14,5,27,535.1920601,3,Estimation
1723,2013870,N,NA,Ms,11/26/2017,E3E 3C8,102.2,245,175,67,17,51,3,50,1,0,0,521.6844907,NA,Validation
1724,1774988,N,Student,NA,2/21/2018,M1B 2Y6,74.5,168,169,45,30,60,2,24,0,11,25,789.437445,NA,Validation
1725,1961033,N,Senior,Mr,1/23/2018,L7J 1W0,62,274,238,45,24,48,2,17,12,0,19,618.2874367,NA,Estimation
1726,2653764,NA,NA,Ms,2/16/2018,B2G 2Z3,36.6,11,120,38,22,22,1,10,0,4,8,292.2608606,NA,Holdout
1727,1248700,Y,NA,Ms,2/17/2018,T4X 2L5,99.8,177,107,33,43,86,2,65,6,15,0,1150.352172,2,Estimation
1728,1484851,N,NA,Mrs,12/28/2017,L9S 0V2,83.8,292,227,6,13,26,2,0,0,0,26,265.6597312,NA,Estimation
1729,1793723,NA,NA,Mrs,1/3/2018,E8P 0P8,69.2,309,153,41,18,54,3,31,0,0,23,572.6815987,NA,Holdout
1730,2869378,NA,Senior,Mrs,12/21/2017,E7P 3V,94.1,260,169,11,22,44,2,18,2,0,24,558.9172093,NA,Holdout
1731,3064795,NA,Senior,Mrs,2/13/2018,E4X 3R,96,209,193,1,40,120,3,94,19,1,6,1644.345961,1,Holdout
1732,1986816,NA,Senior,Mr,2/15/2018,E8P 2J,60.8,214,125,65,19,19,1,3,2,2,12,232.5516604,NA,Holdout
1733,1958585,N,NA,Ms,11/18/2017,T7Z 0L,45.5,164,169,40,16,48,3,21,6,18,3,508.8413915,NA,Validation
